Sl. No,Payment/Receipt,Department,Head,Sub-Head,P/R Code,Work description,Accounts 2017-18,Budget Estimates 2018-19,Revised Estimates 2018-19,2019-20 Revenue,2019-20 Capital,2019-20 Total
1380,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3497 ,Development works in and around Varalakshminagar ward 47,-,200,-,-,-,-
1381,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3497 ,Spillover Works,-,-,-,-,200,200
1382,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3511 ,Special development works in Doddanna nagara / E Block D.J.Halli SC/ST areas,-,"1,000.00",-,-,-,-
1383,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3511 ,Spillover Works,-,-,-,-,800,800
1384,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2652 ,Contribution to Community Benefits,454.31,750.86,750,-,-,-
1385,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2652 ,Pending Bills,-,-,-,92,-,92
1386,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2652 ,Spillover Works,-,-,-,400,-,400
1387,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2652 ,Current Works,-,-,-,500,-,500
1388,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2022 ,Skill Development Training Programmes,78.63,500,150,500,-,500
1389,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3512 ,Providing Constitution/Teaching of Baba Saheb Ambedkar Book (Karnataka SC/ST Graduate Association,-,100,50,100,-,100
1390,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3624 ,Developmental Works at SC/ST Area in Ward no. 149 & 150 (Rs.5 Cr Each),-,-,-,-,"1,000.00","1,000.00"
1391,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3714 ,Developmental Works at SC/ST Area in Gottigere ward,-,-,-,-,500,500
1392,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3715 ,Developmental Works at SC/ST Area in RR Nagar Assembly Constituency,-,-,-,-,"2,000.00","2,000.00"
1393,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3716 ,"Developmental Works at SC/ST Area in ward no 105, 126, 194 (Rs.3.00 Cr Each)",-,-,-,-,900,900
1394,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P3717 ,Developmental Works at SC/ST Area in Mahalakshmi Layout Assembly Constituency,-,-,-,-,500,500
1395,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2023 ,Other Programmes (Individual and Community),476.6,"1,428.53",800,-,-,-
1396,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2023 ,Pending Bills,-,-,-,32,-,32
1397,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2023 ,Spillover Works,-,-,-,398,-,398
1398,Payments,19. Welfare,24.10% SC/ST Welfare Programmes,Basic Infrastructure Programmes (Community Programmes),P2023 ,Current Works,-,-,-,300,-,300
1399,Payments,19. Welfare,GOK-SC/ST Welfare Activities,Basic Infrastructure Programmes (Community Programmes),P3409 ,SFC Untied SC-SP/TSP Grant Works ,-,"6,500.00",500,-,-,-
1400,Payments,19. Welfare,GOK-SC/ST Welfare Activities,Basic Infrastructure Programmes (Community Programmes),P3409 ,Pending Bills,-,-,-,-,125,125
1401,Payments,19. Welfare,GOK-SC/ST Welfare Activities,Basic Infrastructure Programmes (Community Programmes),P3409 ,Spillover Works,-,-,-,-,"3,000.00","3,000.00"
1402,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P1936 ,BCMW - Allocation,424.26,-,700,-,-,-
1403,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P1936 ,Pending Bills,-,-,-,430,-,430
1404,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2583 ,Construction & Maintenance of Night Shelters,53.98,273.93,200,-,-,-
1405,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2583 ,Pending Bills,-,-,-,24,-,24
1406,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2583 ,Spillover Works,-,-,-,55,-,55
1407,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2583 ,Current Works,-,-,-,100,-,100
1408,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2340 ,"Construction of Houses for Backward classes & Minorities & EWS (Economically weaker section) (Rs. 5 lakhs per house, 5 houses per ward)","7,082.67","10,614.00","9,000.00",-,-,-
1409,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2340 ,Pending Bills,-,-,-,"2,054.00",-,"2,054.00"
1410,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2340 ,Spillover Works,-,-,-,"7,500.00",-,"7,500.00"
1411,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2340 ,Current Works,-,-,-,"5,000.00",-,"5,000.00"
1412,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3444 ,Construction of Houses for Backward classes & Minorities & EWS (Economically weaker section) (Rs. 5 lakhs per house),-,"1,200.00",500,-,-,-
1413,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3627 ,"Construction of Houses for Backward classes & Minorities (Rs. 5 lakhs per house) at ward no. 102, Rs.8.00Cr, 74,44,67,68,75,43, Rs.2.00Cr each",-,-,-,"2,000.00",-,"2,000.00"
1414,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3157 ,Construction of Houses for backward Classes / Minorities & EWS at Yeshawanthapura Phase II. (Ward No 37),-,"3,512.38","1,000.00",-,-,-
1415,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3157 ,Pending Bills,-,-,-,259,-,259
1416,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3157 ,Spillover Works,-,-,-,700,-,700
1417,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3157 ,Current Works,-,-,-,500,-,500
1418,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3314 ,Construction of EWS Individual Houses in R.R.Nagar Assembly Constituency,300,-,-,-,-,-
1419,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3314 ,Spillover Works,-,-,-,"1,000.00",-,"1,000.00"
1420,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3718 ,Construction of BCM Individual Houses in Gandhi nagar Assembly Constituency,-,-,-,500,-,500
1421,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3719 ,Construction of BCM Individual Houses in ward no 33,-,-,-,500,-,500
1422,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3720 ,Construction of BCM Individual Houses in Chamarajpet Assembly Constituency,-,-,-,500,-,500
1423,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3721 ,Construction of BCM Individual Houses in Hebbal Assembly Constituency,-,-,-,500,-,500
1424,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3542 ,Construction of EWS Houses at Ashrayanagara ward No.38,-,300,100,-,-,-
1425,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3160 ,Construction of Houses for backward Classes / Minorities & EWS at Shankarmutt.,23,375.9,50,-,-,-
1426,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3160 ,Pending Bills,-,-,-,20,-,20
1427,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3160 ,Spillover Works,-,-,-,60,-,60
1428,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3410 ,Providing Solar/LED to BCM Houses in ward no 75,-,200,100,-,-,-
1429,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3161 ,Construction of Houses for backward Classes / Minorities & EWS at B.T.M Layout,-,98,10,-,-,-
1430,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3071 ,Development of Backward regions of Municipal area under BBMP Limits,106.51,249.06,235,-,-,-
1431,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P3071 ,Pending Bills,-,-,-,11,-,11
1432,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2337 ,Developmental Programmes to Economically Backward Classes,66.36,"2,712.00",500,500,-,500
1433,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P0568 ,Honorarium to Tailoring/Knitting/ Embroidery/Coir training centres staff,200.97,200,100,240,-,240
1434,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P0558 ,Supply of tailoring machines to Tailoring trainees,-,-,70,-,-,-
1435,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P0563 ,Driving training,-,-,25,-,-,-
1436,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P2975 ,Financial assistance to economically backward student for higher education (Foreign),-,-,20,-,-,-
1437,Payments,19. Welfare,Welfare Activities,Backward Classes & Minority Welfare Programmes,P0570 ,Rent to Tailoring/Knitting/ Embroidery/Coir training centres,5.04,25,10,30,-,30
1438,Payments,19. Welfare,Welfare Activities,EWS Welfare Programmes,P3286 ,Individual Houses for EWS -Rs.5.00 Lakhs per house,-,800,400,500,-,500
1439,Payments,19. Welfare,Welfare Activities,EWS Welfare Programmes,P3432 ,Development for Hawkers,-,200,100,25,-,25
1440,Payments,19. Welfare,Welfare Activities,EWS Welfare Programmes,P3613 ,Distribution of Pushcarts to Hawkers,-,-,-,400,-,400
1441,Payments,19. Welfare,Welfare Activities,EWS Welfare Programmes,P3287 ,Financial Assistance to EWS,-,200,100,200,-,200
1442,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P2956 ,Allocation for General Category,4.71,10,5,-,-,-
1443,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P3289 ,Welfare Schemes for Senior Citizens,-,300,150,500,-,500
1444,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P3288 ,"Construction of New Building for Tailoring, Knitting and Embroidary training centre",-,300,100,-,-,-
1445,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P3311 ,Providing 50 Tailoring Machine to Each Wards,-,800,500,800,-,800
1446,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P3312 ,Providing 50 Bi-cycle to Each Wards,-,400,125,400,-,400
1447,Payments,19. Welfare,Welfare Activities,General Category Welfare Programmes,P3133 ,Skill Development & Financial assistance to Transgenders,-,100,100,100,-,100
1448,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P1938 ,Allocation for Physically challenged & Handicapped Welfare Programmes,179.56,"7,376.00","1,500.00",-,-,-
1449,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P1938 ,Pending Bills,-,-,-,83,-,83
1450,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P1938 ,Spillover Works,-,-,-,500,-,500
1451,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P1938 ,Current Works,-,-,-,"5,970.00",-,"5,970.00"
1452,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P3620 ,Distribution of three wheeler motor vehicle for physically challenged persons-10 vehicles for each ward,-,-,-,"1,000.00",-,"1,000.00"
1453,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P3622 ,Financial Assistance to Educational institutions meant for physically challenged persons,-,-,-,"1,000.00",-,"1,000.00"
1454,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P3623 ,Financial Assistance to physically challenged sports persons participating in national & international level,-,-,-,200,-,200
1455,Payments,19. Welfare,Welfare Activities,Welfare Physically Challenged,P3183 ,Contributions & Grant-in-Aid to Physically Handicapped,-,800,500,500,-,500
1456,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P3182 ,"Special Discretionary Grants to Women represented Wards each wards Rs 10.00 Lakhs [Health, Education, Culture Programmes Only]",-,98,98,-,-,-
1457,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P1937 ,Women Welfare - Rs.10 lakhs each for wards represented by women corporators (Only for Wefare Schemes),262.92,-,370,-,-,-
1458,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P3411 ,Women PINK Welfare-Allocation Rs. 10.00 Lakhs per ward (Only for Women welfare schemes),-,"1,980.00",500,"1,980.00",-,"1,980.00"
1459,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P3614 ,Financial assistance to women for self employment - providing for mobile canteen van each assembly constituency 4 nos each 50% subsidy,-,-,-,500,-,500
1460,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P3615 ,Financial assistance to women for self employment - providing mobile canteen van at ward no 153 at 50% subsidy,-,-,-,25,-,25
1461,Payments,19. Welfare,Welfare Activities,Women Welfare Programmes,P3616 ,Mahalakshmi Yojane’ issue of 15 years bond of Rs.l Lakh for the female baby bom in 24 BBMP maternity home from 01-04-2019 to 31-03-2020,-,-,-,"6,000.00",-,"6,000.00"
1462,Payments,19. Welfare,Financial Assistance,Grant in Aid,P2358 ,Financial Assistance to Sanjay Gandhi Institute of Trauma & Orthopedic Centre,-,200,-,400,-,400
1463,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3617 ,Financial Assistance to SDS TRC & Rajiv Gandhi Institute of Chest Disease,-,-,-,200,-,200
1464,Payments,19. Welfare,Financial Assistance,Grant in Aid,P2355 ,Assistance to Jayadeva Institute of Cardioloev,-,200,100,500,-,500
1465,Payments,19. Welfare,Financial Assistance,Grant in Aid,P0048 ,Contributions & Grant-in-Aid to Institutions,382.5,800,250,800,-,800
1466,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3621 ,"Dr, Sri Sri Sri Shivakuamr Swamiji Award for Chariatable Educational Institutaion Served for Poor People",-,-,-,25,-,25
1467,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3618 ,Financial Assistance to sports persons participating in national & international level,-,-,-,100,-,100
1468,Payments,19. Welfare,Financial Assistance,Grant in Aid,P2356 ,Financial Assistance to Kidwai Institute of Oncology,-,200,50,400,-,400
1469,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3415 ,"Financial Assistance to Institute of Diabetology, Bannerghata road, Bengaluru",-,100,-,-,-,-
1470,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3416 ,Financial Assistance to Bowring Hospital,-,300,100,-,-,-
1471,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3417 ,Financial Assistance to Chitra Kala Parishath,-,100,-,-,-,-
1472,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3418 ,Financial Assistance to Improvement of Basavalingappa Tomb,-,50,-,-,-,-
1473,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3419 ,Financial Assistance to Construction of Scouts Building,-,100,-,50,-,50
1474,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3420 ,Financial Assistance to Jawaharlal Nehru Planetarium/ Auditorium renovation,-,200,-,300,-,300
1475,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3159 ,Financial Assistance to Kannada Chalana Chithra Kalavidara Sangha Building,-,100,-,-,-,-
1476,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3129 ,Finance assistance to Lions Club West Trust,-,-,50,-,-,-
1477,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3152 ,Chalukhya Dr.Rajkumar Prathime Pratishtana Trust Kannada Uthsava,-,15,-,30,-,30
1478,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3368 ,Group Insurance Scheme to Small & Medium Press reporters,-,1,1,1,-,1
1479,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3369 ,Financial Assistance to Vakeelara Sangha Bengaluru,-,200,-,-,-,-
1480,Payments,19. Welfare,Financial Assistance,Grant in Aid,P3370 ,"Financial Assistance to Kannada Sahithya Parishath, Chamarajpet, Bengaluru",-,10,-,-,-,-
